date,text,sentiment_category
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-01-04 14:07:58+00:00,INDEX OPTIONS TRADE 5BANKNIFTY 48100 CE400 TO 45555 POINTS,Negative
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-05-17 13:33:24+00:00,INDEX OPTIONS TRADE 4NIFTY 22300 CE240 TO 266,Positive
2024-10-14 03:45:52+00:00,BANKNIFTY 51000 CEAbove  400Sl open TRG 430450,Positive
2024-09-23 14:59:31+00:00,INDEX OPTIONS TRADEFINNIFTY SEP 24800 CE132 TO 240108 POINTS,Negative
2024-11-22 03:45:32+00:00,BANKNIFTY 50500 CEAbove  430Sl open TRG 450480,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-08-30 10:20:32+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW gain",Positive
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-10-21 03:46:34+00:00,BANKNIFTY 52200 CEAbove  350Sl open TRG 380400,Positive
2024-08-27 10:05:44+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-06-05 09:48:48+00:00,BANKNIFTY260 TO 310,Neutral
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-11-12 15:58:55+00:00,NIFTY NOV 23800 PE160 TO 20040 POINTS AND HOLDING bullish,Positive
2024-10-10 12:18:12+00:00,INDEX OPTIONS TRADEMIDCPNIFTY 14 OCT 13000 PE125 TO 18055 POINTS,Positive
2024-02-23 17:30:36+00:00,TODAYS INDEX OPTIONS TRADEBANKNIFTY 47100 CE430 TO 51585 POINTS,Positive
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2024-11-22 02:52:59+00:00,Gift nifty green bullish,Positive
2024-08-27 10:05:44+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-08-29 06:51:05+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-03-26 09:35:20+00:00,INDEX OPTIONS TRADE 2FINNIFTY 20500 CE235 TO 26025 POINTS,Neutral
2024-09-24 03:51:45+00:00,BANKNIFTY 54300 PEAbove  380Sl open TRG 400420,Neutral
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-08-30 10:20:32+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW gain",Positive
2024-01-10 15:14:47+00:00,INDEX OPTIONS TRADE 4BANKNIFTY 10 JAN 47300 CE50 TO 3416 POINTS LOSS red,Negative
2024-11-13 16:24:20+00:00,INDEX OPTIONS TRADEBANKNIFTY NOV 50800 PE380 TO 600220 POINTS,Neutral
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-09-20 17:15:34+00:00,INDEX OPTIONS TRADENIFTY SEP 25500 CE180 TO 352172 POINTS,Neutral
2024-10-23 03:50:58+00:00,BANKNIFTY 51500 PEAbove  290Sl open TRG 310350,Neutral
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-06-03 14:37:42+00:00,INDEX OPTIONS TRADEBANKNIFTY 51000 CE600 TO 840240 POINTSSENSEX 78000 CE580 TO 780200 POINTS,Neutral
2024-01-03 14:05:11+00:00,INDEX OPTIONS TRADE 1NIFTY 21300 CE280 TO 320 40 POINTS,Neutral
2024-06-21 09:57:39+00:00,BTST CANDIDATEBANKNIFTY JULY FUTURES AT 51730,Neutral
2024-07-08 15:09:37+00:00,INDEX OPTIONS TRADEBANKNIFTY 10 JULY 52200 CE410 TO 470,Neutral
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-02-06 15:40:17+00:00,INDEX OPTIONS TRADE 5BANKNIFTY 45500 PE160 TO 19535 POINTS,Neutral
2024-09-16 04:40:28+00:00,BANKNIFTY 52200CEABOVE 160SL 140Target 170180200,Neutral
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-03-05 10:52:46+00:00,BTST TRADEBANKNIFTY 47300 CEEXITED AT STOP LOSS red,Negative
2024-07-01 17:41:35+00:00,INDEX OPTIONS TRADEFINNIFTY 23300 CE320 TO 387,Neutral
2024-04-25 15:08:55+00:00,INDEX OPTIONS TRADE 4HERO ZERO NIFTY 22600 CE16 TO 64 doubled,Positive
2024-04-04 15:05:09+00:00,INDEX OPTIONS TRADE 2FINNIFTY 21200 CE183 TO 27087 POINTS,Neutral
2024-02-12 12:53:39+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 45400 CE240 TO 28545 POINTS,Neutral
2024-02-19 12:55:08+00:00,INDEX OPTIONS TRADE 1NIFTY 22000 CE200 TO 150STOP LOSS TAKEN red,Negative
2024-09-24 03:45:40+00:00,BANKNIFTY 54300 PEAbove  380Sl open TRG 400420,Neutral
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-10-18 08:59:18+00:00,SHORT TERM NIFTY VIEWNIFTY 24 OCT 24700 CE155 TO 300145 POINTS growth,Positive
2023-12-19 12:32:35+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 47300 CE460 TO 720260 POINTS,Neutral
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-02-06 15:39:04+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 45400 CE460 TO 52060 POINTS,Neutral
2024-06-14 13:25:15+00:00,INDEX OPTIONS TRADE TRADEBANKNIFTY 49800 CE370 TO 42555 POINTSNIFTY 22400 CE145 TO 16823 POINTS,Neutral
2024-10-10 12:18:12+00:00,INDEX OPTIONS TRADEMIDCPNIFTY 14 OCT 13000 PE125 TO 18055 POINTS,Neutral
2024-04-25 15:05:41+00:00,INDEX OPTIONS TRADEHERO ZERO NIFTY 22500 CE55 TO 120 gain,Positive
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2024-03-20 12:53:41+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 46300 PE40 TO 12080 POINTS,Neutral
2024-03-05 10:52:46+00:00,BTST TRADEBANKNIFTY 47300 CEEXITED AT STOP LOSS red,Negative
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-07-29 15:26:17+00:00,INDEX OPTIONS TRADEBTSTMIDCPNIFTY 5 AUG 12700 CE150 TO 23383 POINTS,Neutral
2024-08-07 11:40:49+00:00,INDEX OPTIONS TRADEBANKNIFTY 7 AUG 50100 CE65 TO 175MORE THAN DOUBLEDNIFTY 8 AUG 24200 CE120 TO 225105 POINTS,Neutral
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-09-17 04:00:21+00:00,BANKNIFTY 52600 PEAbove  440Sl open TRG 460490,Positive
2024-07-18 12:09:42+00:00,INDEX OPTIONS TRADEBANKNIFTY 52600 CE550 TO 675125 POINTS,Positive
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-11-12 03:43:33+00:00,NIFTY LEVEL doubled,Positive
2024-10-25 03:54:22+00:00,BANKNIFTY 51500 PEAbove  350Sl open TRG 380400,Neutral
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-11-28 03:28:10+00:00,BANKNIFTY,Neutral
2024-02-09 11:54:09+00:00,INDEX OPTIONS TRADE 3NIFTY 21500 PE90 TO 12737 POINTS,Negative
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-04-16 15:56:08+00:00,INDEX OPTIONS TRADE 4NIFTY 22000 CE160 TO 207,Negative
2024-01-03 14:06:03+00:00,HERO OR ZEROINDEX OPTIONS TRADE 5BANKNIFTY 47500 PE20 TO 45 gain,Positive
2024-09-26 15:54:01+00:00,INDEX OPTIONS TRADENIFTY SEP 25800 CE220 TO 443223 POINTS,Positive
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2024-02-16 10:06:26+00:00,"WE ARE COMING UP WITH A TECHNICAL ANALYSIS COURSE FOR THE MEMBERSTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. SPECIAL PRIVATE CHANNEL WILL BE THERE TO SOLVE YOUR QUERIES!14. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES! 2 SESSIONS WILL BE THERE ON FRIDAY AND SATURDAY EVERY WEEK! WE WILL HAVE PRACTICE SESSIONS ON MONTHLY BASIS! FEES IS 15999USE COUPON CODESPECIAL50GET FLAT 50 DISCOUNT ON THE COURSE!JOINING LINKhttpsweb.fankonnect.comg3424 COURSE DURATION WILL BE 12 SESSIONS!FIRST SESSION WILL BE TODAY EVENING AT 6.30 PMQUERIES USHAANALYSIS gain",Positive
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-09-26 03:45:51+00:00,BANKNIFTY 53900 CEAbove  460Sl open TRG 480500,Neutral
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-11-26 02:36:42+00:00,Gift nifty flat green growth,Positive
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2024-04-25 15:06:18+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48000 CE450 TO 730,Neutral
2024-11-11 03:40:12+00:00,NIFTY LEVEL gain,Positive
2024-01-24 13:35:29+00:00,INDEX OPTIONS TRADE 3NIFTY 21600 PE300 TO 35050 POINTS NIFTY growth,Positive
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2024-01-24 13:35:29+00:00,INDEX OPTIONS TRADE 3NIFTY 21600 PE300 TO 35050 POINTS NIFTY growth,Positive
2024-04-24 11:36:37+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48000 CEBTST175 TO 250,Negative
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-02-12 12:53:20+00:00,INDEX OPTIONS TRADE 1BTST TRADEBANKNIFTY 45800 CESTOP LOSS TAKEN! red,Negative
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2024-02-08 12:36:02+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 45000 PE250 TO 380130 POINTS,Negative
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-11-28 03:28:10+00:00,NIFTY growth,Positive
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-11-12 03:43:33+00:00,NIFTY LEVEL doubled,Positive
2024-10-28 03:43:07+00:00,NIFTY LEVEL bullish,Positive
2024-09-09 03:51:03+00:00,BANKNIFTY 50500 PEAbove  340Sl open TRG 360400,Neutral
2024-10-10 03:51:01+00:00,BANKNIFTY 51200 CEAbove  460Sl open TRG 480500,Neutral
2024-10-14 03:38:48+00:00,NIFTY LEVEL gain,Positive
2024-05-28 06:46:03+00:00,ELECTIONS RESULTS BASED TRADE ON BANKNIFTY,Neutral
2024-04-04 15:04:21+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE430 TO 680150 POINTS,Neutral
2024-04-25 15:08:55+00:00,INDEX OPTIONS TRADE 4HERO ZERO NIFTY 22600 CE16 TO 64 doubled,Positive
2024-11-26 02:36:42+00:00,Gift nifty flat green growth,Positive
2024-01-24 13:35:29+00:00,INDEX OPTIONS TRADE 3NIFTY 21600 PE300 TO 35050 POINTS NIFTY growth,Positive
2024-07-08 15:09:37+00:00,INDEX OPTIONS TRADEBANKNIFTY 10 JULY 52200 CE410 TO 470,Negative
2024-08-20 13:52:47+00:00,TODAYS INDEX OPTIONS TRADEBANKNIFTY 21 AUG 50800 CE200 TO 305105 POINTS,Positive
2024-11-13 16:24:20+00:00,INDEX OPTIONS TRADEBANKNIFTY NOV 50800 PE380 TO 600220 POINTS,Neutral
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-04-25 15:05:41+00:00,INDEX OPTIONS TRADEHERO ZERO NIFTY 22500 CE55 TO 120 gain,Positive
2024-11-12 12:49:38+00:00,INDEX OPTIONS TRADEBANKNIFTY 13 NOV 50800 PE70 TO 10030 GAINS doubled,Positive
2024-08-26 10:48:09+00:00,INDEX OPTIONS TRADENIFTY 24700 CE240 TO 380140 POINTS MOVE,Neutral
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-04-15 15:08:08+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48100 CESTOP LOSS TAKEN red,Negative
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2024-11-28 03:28:10+00:00,NIFTY growth,Positive
2024-09-24 03:51:45+00:00,BANKNIFTY 54300 PEAbove  380Sl open TRG 400420,Neutral
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-04-25 15:05:41+00:00,INDEX OPTIONS TRADEHERO ZERO NIFTY 22500 CE55 TO 120 gain,Positive
2024-10-28 03:43:07+00:00,NIFTY LEVEL bullish,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-06-27 06:10:18+00:00,INDEX OPTIONS TRADENIFTY JUNE 23700 CE140 TO 274134 POINTS CAPTURED,Neutral
2024-07-15 12:39:26+00:00,INDEX OPTIONS TRADEHERO ZERO TRADEFINNIFTY 23700 CE50 TO 145ALMOST 3 TIMES,Positive
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-02-15 13:00:28+00:00,HERO OR ZERONIFTY 21900 CE17 TO 803X RETURNS growth,Positive
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-09-24 03:45:40+00:00,BANKNIFTY 54300 PEAbove  380Sl open TRG 400420,Neutral
2024-02-20 12:05:30+00:00,INDEX OPTIONS TRADE 45HERO ZERO FINNIFTY 20750 CE18 TO 482.5XNIFTY 22100 CE135 TO 17035 POINTS,Neutral
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-01-24 13:35:29+00:00,INDEX OPTIONS TRADE 3NIFTY 21600 PE300 TO 35050 POINTS NIFTY growth,Positive
2024-04-25 15:08:55+00:00,INDEX OPTIONS TRADE 4HERO ZERO NIFTY 22600 CE16 TO 64 doubled,Positive
2024-04-16 15:55:52+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 47500 CE75 TO 130,Neutral
2024-11-25 03:45:40+00:00,BANKNIFTY 51800 CEAbove  330Sl open TRG 370400,Neutral
2024-11-12 13:09:30+00:00,NIFTY NOV 23800 PE160 TO 20040 POINTS AND HOLDING gain,Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-01-23 12:30:11+00:00,INDEX OPTIONS TRADE 1BTST BANKNIFTY 46100 PE400 TO 530130 POINTS,Positive
